# BLASTP 2.17.0+
# Query: BroT07.C04g28760.1
# Database: cauliflower_prot_db
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 188 hits found
BroT07.C04g28760.1	BroT22.C04g29330.1	99.624	266	1	0	1	266	1	266	0.0	534
BroT07.C04g28760.1	BroT22.C08g34330.1	81.467	259	45	1	8	266	1	256	2.44e-142	400
BroT07.C04g28760.1	BroT22.C06g19650.1	81.467	259	45	3	8	265	1	257	3.14e-135	382
BroT07.C04g28760.1	BroT22.C09g50650.1	43.220	236	121	4	8	238	1	228	3.52e-47	158
BroT07.C04g28760.1	BroT22.C03g06770.1	43.265	245	117	9	8	243	1	232	1.44e-43	149
BroT07.C04g28760.1	BroT22.C06g07160.1	65.414	133	23	5	121	252	28	138	2.14e-41	139
BroT07.C04g28760.1	BroT22.C06g07160.1	67.742	31	10	0	8	38	1	31	1.18e-05	44.3
BroT07.C04g28760.1	BroT22.C01g01250.1	46.746	169	79	3	8	176	1	158	8.46e-38	132
BroT07.C04g28760.1	BroT22.C07g06360.1	43.182	220	112	4	8	226	1	208	1.59e-37	132
BroT07.C04g28760.1	BroT22.C03g69400.1	37.398	246	131	6	8	251	1	225	4.72e-37	130
BroT07.C04g28760.1	BroT22.C01g04550.1	46.541	159	76	2	8	166	1	150	7.74e-37	130
BroT07.C04g28760.1	BroT22.C04g06510.1	34.137	249	129	5	8	243	1	227	3.74e-35	126
BroT07.C04g28760.1	BroT22.C04g42780.1	44.379	169	83	3	8	176	1	158	8.12e-35	125
BroT07.C04g28760.1	BroT22.C04g42760.1	44.379	169	83	3	8	176	1	158	8.12e-35	125
BroT07.C04g28760.1	BroT22.C04g42750.1	44.379	169	83	3	8	176	1	158	8.12e-35	125
BroT07.C04g28760.1	BroT22.C08g40970.1	44.025	159	80	2	8	166	1	150	2.26e-34	122
BroT07.C04g28760.1	BroT22.C09g07420.1	40.107	187	103	2	8	193	1	179	4.51e-34	122
BroT07.C04g28760.1	BroT22.C02g52270.1	39.894	188	104	3	8	194	1	180	4.81e-34	122
BroT07.C04g28760.1	BroT22.C01g18360.1	37.021	235	130	5	8	240	1	219	5.98e-34	122
BroT07.C04g28760.1	BroT22.C07g52120.1	36.245	229	134	4	8	234	1	219	1.05e-33	122
BroT07.C04g28760.1	BroT22.C09g27820.1	38.462	195	109	4	8	201	1	185	1.91e-33	121
BroT07.C04g28760.1	BroT22.C02g43790.1	38.919	185	96	4	8	187	1	173	5.15e-33	121
BroT07.C04g28760.1	BroT22.C03g74170.1	37.989	179	102	2	8	186	1	170	5.46e-33	120
BroT07.C04g28760.1	BroT22.C09g25380.1	39.344	183	98	4	8	187	1	173	1.66e-32	120
BroT07.C04g28760.1	BroT22.C07g46880.1	39.344	183	101	2	8	187	1	176	2.32e-32	118
BroT07.C04g28760.1	BroT22.C02g51590.1	41.989	181	91	5	8	184	1	171	2.91e-32	119
BroT07.C04g28760.1	BroT22.C02g47260.1	41.667	156	82	2	8	162	1	148	1.05e-31	117
BroT07.C04g28760.1	BroT22.C03g16750.1	38.235	170	90	2	8	173	1	159	3.17e-31	115
BroT07.C04g28760.1	BroT22.C09g48970.1	40.761	184	94	3	8	187	1	173	3.29e-31	116
