C08	44619673	47
C08	44619674	48
C08	44619675	46
C08	44619676	45
C08	44619677	45
C08	44619678	43
C08	44619679	43
C08	44619680	43
C08	44619681	42
C08	44619682	42
C08	44619683	42
C08	44619684	42
C08	44619685	42
C08	44619686	42
C08	44619687	42
C08	44619688	42
C08	44619689	44
C08	44619690	44
C08	44619691	44
C08	44619692	41
C08	44619693	41
C08	44619694	41
C08	44619695	41
C08	44619696	41
C08	44619697	41
C08	44619698	41
C08	44619699	41
C08	44619700	41
C08	44619701	41
C08	44619702	41
C08	44619703	41
C08	44619704	41
C08	44619705	41
C08	44619706	40
C08	44619707	40
C08	44619708	40
C08	44619709	40
C08	44619710	40
C08	44619711	40
C08	44619712	40
C08	44619713	39
C08	44619714	39
C08	44619715	39
C08	44619716	39
C08	44619717	39
C08	44619718	39
C08	44619719	39
C08	44619720	39
C08	44619721	39
C08	44619722	39
C08	44619723	39
C08	44619724	40
C08	44619725	40
C08	44619726	42
C08	44619727	42
C08	44619728	42
C08	44619729	42
C08	44619730	43
C08	44619731	42
C08	44619732	42
C08	44619733	42
C08	44619734	42
C08	44619735	42
C08	44619736	42
C08	44619737	42
C08	44619738	42
C08	44619739	42
C08	44619740	42
C08	44619741	42
C08	44619742	42
C08	44619743	43
C08	44619744	41
C08	44619745	41
C08	44619746	41
C08	44619747	41
C08	44619748	40
C08	44619749	40
C08	44619750	40
C08	44619751	42
C08	44619752	42
C08	44619753	42
C08	44619754	43
C08	44619755	42
C08	44619756	42
C08	44619757	62
C08	44619758	62
C08	44619759	63
C08	44619760	63
C08	44619761	63
C08	44619762	63
C08	44619763	62
C08	44619764	62
C08	44619765	63
C08	44619766	63
C08	44619767	62
C08	44619768	61
C08	44619769	60
C08	44619770	60
C08	44619771	60
C08	44619772	60
C08	44619773	58
C08	44619774	58
C08	44619775	60
C08	44619776	60
C08	44619777	60
C08	44619778	60
C08	44619779	61
C08	44619780	61
C08	44619781	61
C08	44619782	59
C08	44619783	59
C08	44619784	59
C08	44619785	58
C08	44619786	57
C08	44619787	57
C08	44619788	56
C08	44619789	56
C08	44619790	56
C08	44619791	56
C08	44619792	56
C08	44619793	54
C08	44619794	52
C08	44619795	52
C08	44619796	52
C08	44619797	52
C08	44619798	52
C08	44619799	52
C08	44619800	51
C08	44619801	50
C08	44619802	50
C08	44619803	50
C08	44619804	49
C08	44619805	50
C08	44619806	50
C08	44619807	49
C08	44619808	49
C08	44619809	49
C08	44619810	49
C08	44619811	48
C08	44619812	47
C08	44619813	46
C08	44619814	47
C08	44619815	46
C08	44619816	47
C08	44619817	47
C08	44619818	47
C08	44619819	47
C08	44619820	47
C08	44619821	48
C08	44619822	27
C08	44619823	27
C08	44619824	27
C08	44619825	26
C08	44619826	27
C08	44619827	27
C08	44619828	27
C08	44619829	27
C08	44619830	27
C08	44619831	27
C08	44619832	28
C08	44619833	27
C08	44619834	27
C08	44619835	28
C08	44619836	28
C08	44619837	28
C08	44619838	28
C08	44619839	28
C08	44619840	26
C08	44619841	26
C08	44619842	26
C08	44619843	26
C08	44619844	27
C08	44619845	27
C08	44619846	28
C08	44619847	28
C08	44619848	28
C08	44619849	28
C08	44619850	29
C08	44619851	29
C08	44619852	29
C08	44619853	29
C08	44619854	29
C08	44619855	29
C08	44619856	29
C08	44619857	29
C08	44619858	29
C08	44619859	29
C08	44619860	30
C08	44619861	30
C08	44619862	30
C08	44619863	30
C08	44619864	29
C08	44619865	29
C08	44619866	29
C08	44619867	28
C08	44619868	28
C08	44619869	28
C08	44619870	26
C08	44619871	27
C08	44619872	28
C08	44619873	28
C08	44619874	28
C08	44619875	28
C08	44619876	28
C08	44619877	27
C08	44619878	28
C08	44619879	28
C08	44619880	28
C08	44619881	27
C08	44619882	28
C08	44619883	27
C08	44619884	28
C08	44619885	28
C08	44619886	28
C08	44619887	28
C08	44619888	28
C08	44619889	29
C08	44619890	29
C08	44619891	29
C08	44619892	29
C08	44619893	29
C08	44619894	28
C08	44619895	28
C08	44619896	28
C08	44619897	28
C08	44619898	28
C08	44619899	29
C08	44619900	29
C08	44619901	29
C08	44619902	27
C08	44619903	27
C08	44619904	27
C08	44619905	26
C08	44619906	26
C08	44619907	26
C08	44619908	26
C08	44619909	26
C08	44619910	27
C08	44619911	27
C08	44619912	27
C08	44619913	27
C08	44619914	27
C08	44619915	27
C08	44619916	26
C08	44619917	26
C08	44619918	26
C08	44619919	26
C08	44619920	26
C08	44619921	26
C08	44619922	26
C08	44619923	26
C08	44619924	26
C08	44619925	26
C08	44619926	26
C08	44619927	26
C08	44619928	27
C08	44619929	27
C08	44619930	26
C08	44619931	26
C08	44619932	26
C08	44619933	26
C08	44619934	26
C08	44619935	26
C08	44619936	26
C08	44619937	26
C08	44619938	26
C08	44619939	26
C08	44619940	26
C08	44619941	26
C08	44619942	27
C08	44619943	27
C08	44619944	27
C08	44619945	26
C08	44619946	26
C08	44619947	27
C08	44619948	27
C08	44619949	27
C08	44619950	29
C08	44619951	29
C08	44619952	29
C08	44619953	30
C08	44619954	30
C08	44619955	30
C08	44619956	29
C08	44619957	29
C08	44619958	29
C08	44619959	29
C08	44619960	29
C08	44619961	29
C08	44619962	29
C08	44619963	29
