#BLASTP
#Strictness for accepting hits was >= 65% sequence identity with >= 65% alignment length of input sequence length
#query	subject	identity	length	mismatches	gaps	alignment start query	alignment end query	alignment start subject	alignment end subject	evalue	bitscore	PASS minimum identity	PASS minimum alignment length	genome	sequence (number)	original sequence name	start coordinate	end coordinate	mRNA length (bp)	protein length (aa)	mRNA identifier	mRNA name	mRNA node identifier	homology group node identifier	gene identifier	gene name	gene node identifier

##sequence 1,>NP_001078563.1 FLC [organism=Arabidopsis thaliana] [GeneID=830878], 167 length
NP_001078563.1	BroT21.C03g04510.1_genome_4	85.276	163	24	0	1	163	1	163	2.28e-85	251	PASS	PASS	4	3	GWHDUBS00000003	2320269	2323405	3137	197	BroT21.C03g04510.1	-	34366317	35366972	BroT21.C03g04510	-	34366316
NP_001078563.1	BroT25.C03g04360.1_genome_3	85.276	163	24	0	1	163	1	163	2.28e-85	251	PASS	PASS	3	3	GWHDTYM00000003	2227699	2230772	3074	197	BroT25.C03g04360.1	-	33773782	35366972	BroT25.C03g04360	-	33773781
NP_001078563.1	caul3G00449.1_genome_2	85.276	163	24	0	1	163	1	163	2.28e-85	251	PASS	PASS	2	3	GWHBKKZ00000003	2304788	2307924	3137	197	caul3G00449.1	-	33172329	35366972	caul3G00449	-	33172328
NP_001078563.1	BolK_3g05260.2_genome_1	85.276	163	24	0	1	163	1	163	2.28e-85	251	PASS	PASS	1	3	C03	2600444	2603957	3514	197	BolK_3g05260.2	-	32479481	35366972	BolK_3g05260	-	32479480
NP_001078563.1	caul9G05234.1_genome_2	87.805	164	20	0	1	164	1	164	3.52e-85	250	PASS	PASS	2	9	GWHBKKZ00000009	59072267	59077776	5510	195	caul9G05234.1	-	33641707	35407830	caul9G05234	-	33641706
NP_001078563.1	BolK_9g63780.1_genome_1	87.805	164	20	0	1	164	1	164	3.52e-85	250	PASS	PASS	1	8	C09	60546110	60551965	5856	195	BolK_9g63780.1	-	33029920	35407831	BolK_9g63780	-	33029919
NP_001078563.1	BroT21.C09g54460.1_genome_4	87.805	164	20	0	1	164	1	164	3.69e-85	250	PASS	PASS	4	9	GWHDUBS00000009	59535071	59539226	4156	197	BroT21.C09g54460.1	-	34834079	35407828	BroT21.C09g54460	-	34834078
NP_001078563.1	BroT25.C09g53120.1_genome_3	87.805	164	20	0	1	164	1	164	3.69e-85	250	PASS	PASS	3	9	GWHDTYM00000009	59494663	59498818	4156	197	BroT25.C09g53120.1	-	34225254	35407828	BroT25.C09g53120	-	34225253
NP_001078563.1	caul9G05235.1_genome_2	87.805	164	20	0	1	164	1	164	3.69e-85	250	PASS	PASS	2	9	GWHBKKZ00000009	59085293	59089448	4156	197	caul9G05235.1	-	33641723	35407828	caul9G05235	-	33641722
NP_001078563.1	BolK_9g63790.1_genome_1	87.805	164	20	0	1	164	1	164	3.69e-85	250	PASS	PASS	1	8	C09	60559142	60563605	4464	197	BolK_9g63790.1	-	33029938	35407828	BolK_9g63790	-	33029937
NP_001078563.1	BroT25.C09g53090.1_genome_3	87.195	164	21	0	1	164	1	164	1.91e-84	248	PASS	PASS	3	9	GWHDTYM00000009	59463989	59468005	4017	197	BroT25.C09g53090.1	-	34225212	35407829	BroT25.C09g53090	-	34225211
NP_001078563.1	BroT21.C09g54450.1_genome_4	87.805	164	20	0	1	164	1	164	7.87e-84	250	PASS	PASS	4	9	GWHDUBS00000009	59522045	59529084	7040	283	BroT21.C09g54450.1	-	34834061	35407830	BroT21.C09g54450	-	34834060
NP_001078563.1	BroT25.C09g53110.1_genome_3	87.805	164	20	0	1	164	1	164	5.78e-83	250	PASS	PASS	3	9	GWHDTYM00000009	59481643	59488680	7038	353	BroT25.C09g53110.1	-	34225234	35407830	BroT25.C09g53110	-	34225233
NP_001078563.1	BolK_9g63770.2_genome_1	87.195	164	21	0	1	164	1	164	1.53e-82	248	PASS	PASS	1	8	C09	60528481	60533205	4725	327	BolK_9g63770.2	-	33029900	35407829	BolK_9g63770	-	33029899
NP_001078563.1	BroT21.C07g45480.1_genome_4	83.230	161	26	1	4	164	141	300	2.27e-76	235	PASS	PASS	4	7	GWHDUBS00000007	49750154	49760640	10487	407	BroT21.C07g45480.1	-	34693525	35431849	BroT21.C07g45480	-	34693524
NP_001078563.1	BroT21.C02g03840.1_genome_4	77.439	164	32	1	1	164	1	159	5.25e-72	222	PASS	PASS	4	2	GWHDUBS00000002	2382295	2389134	6840	360	BroT21.C02g03840.1	-	34302615	35409978	BroT21.C02g03840	-	34302614
NP_001078563.1	BolK_2g63150.1_genome_1	67.683	164	53	0	1	164	1	164	5.25e-72	216	PASS	PASS	1	2	C02	62689329	62693533	4205	194	BolK_2g63150.1	-	32471358	35366271	BolK_2g63150	-	32471357
NP_001078563.1	BroT21.C02g53450.1_genome_4	67.683	164	53	0	1	164	1	164	1.60e-71	215	PASS	PASS	4	2	GWHDUBS00000002	59514554	59526621	12068	192	BroT21.C02g53450.1	-	34358165	35366276	BroT21.C02g53450	-	34358164
NP_001078563.1	caul2G05905.1_genome_2	67.683	164	53	0	1	164	1	164	1.60e-71	215	PASS	PASS	2	2	GWHBKKZ00000002	60352684	60364751	12068	192	caul2G05905.1	-	33165737	35366275	caul2G05905	-	33165736
NP_001078563.1	BroT21.C03g17070.1_genome_4	67.553	188	34	4	1	167	1	182	1.88e-71	216	PASS	PASS	4	3	GWHDUBS00000003	9733857	9740302	6446	226	BroT21.C03g17070.1	-	34381895	35412084	BroT21.C03g17070	-	34381894
NP_001078563.1	BroT21.C02g53400.1_genome_4	66.463	164	55	0	1	164	1	164	1.63e-70	213	PASS	PASS	4	2	GWHDUBS00000002	59473850	59477761	3912	192	BroT21.C02g53400.1	-	34358095	35366272	BroT21.C02g53400	-	34358094
NP_001078563.1	BroT25.C02g53820.1_genome_3	66.463	164	55	0	1	164	1	164	1.63e-70	213	PASS	PASS	3	2	GWHDTYM00000002	62219920	62223818	3899	192	BroT25.C02g53820.1	-	33767286	35366272	BroT25.C02g53820	-	33767285
NP_001078563.1	caul2G05900.1_genome_2	66.463	164	55	0	1	164	1	164	1.63e-70	213	PASS	PASS	2	2	GWHBKKZ00000002	60311980	60315891	3912	192	caul2G05900.1	-	33165667	35366274	caul2G05900	-	33165666
NP_001078563.1	BolK_3g59750.1_genome_1	64.024	164	59	0	1	164	1	164	4.48e-68	207	FAIL	PASS	1	
NP_001078563.1	BroT25.C02g53910.1_genome_3	56.593	182	61	1	1	164	1	182	2.75e-63	194	FAIL	PASS	3	
NP_001078563.1	BroT21.C02g53530.1_genome_4	56.044	182	62	1	1	164	1	182	4.31e-62	191	FAIL	PASS	4	
NP_001078563.1	BroT21.C02g53500.1_genome_4	56.897	174	65	2	1	164	1	174	3.05e-58	182	FAIL	PASS	4	
NP_001078563.1	BroT25.C02g03950.1_genome_3	80.392	102	9	1	1	102	1	91	5.81e-47	157	PASS	FAIL	3	
NP_001078563.1	caul2G00380.1_genome_2	80.392	102	9	1	1	102	1	91	5.81e-47	157	PASS	FAIL	2	
NP_001078563.1	BolK_3g19070.1_genome_1	77.143	105	23	1	63	167	38	141	3.15e-46	151	PASS	FAIL	1	
NP_001078563.1	BroT21.C09g54420.1_genome_4	78.899	109	20	1	59	164	2	110	1.99e-39	132	PASS	PASS	4	9	GWHDUBS00000009	59506540	59508394	1855	143	BroT21.C09g54420.1	-	34834025	35407829	BroT21.C09g54420	-	34834024
NP_001078563.1	BroT21.C09g27910.1_genome_4	47.126	174	85	3	1	167	1	174	3.18e-39	134	FAIL	PASS	4	
NP_001078563.1	caul9G02995.1_genome_2	47.126	174	85	3	1	167	1	174	3.18e-39	134	FAIL	PASS	2	
NP_001078563.1	BolK_9g32840.1_genome_1	47.126	174	85	3	1	167	1	174	3.18e-39	134	FAIL	PASS	1	
NP_001078563.1	BroT21.C04g54840.1_genome_4	45.029	171	81	3	1	161	1	168	5.31e-38	131	FAIL	PASS	4	
NP_001078563.1	caul4G06242.1_genome_2	45.029	171	81	3	1	161	1	168	5.31e-38	131	FAIL	PASS	2	
NP_001078563.1	BolK_3g71850.2_genome_1	44.253	174	87	4	1	164	1	174	1.43e-37	131	FAIL	PASS	1	
NP_001078563.1	BroT25.C04g57220.1_genome_3	45.029	171	81	3	1	161	1	168	1.48e-37	130	FAIL	PASS	3	
NP_001078563.1	BolK_4g70670.1_genome_1	45.029	171	81	3	1	161	1	168	1.48e-37	130	FAIL	PASS	1	
NP_001078563.1	BroT21.C03g70940.1_genome_4	46.746	169	78	4	1	160	1	166	1.98e-37	129	FAIL	PASS	4	
NP_001078563.1	caul3G07729.1_genome_2	46.746	169	78	4	1	160	1	166	1.98e-37	129	FAIL	PASS	2	
NP_001078563.1	BolK_3g83840.1_genome_1	46.746	169	78	4	1	160	1	166	1.98e-37	129	FAIL	PASS	1	
NP_001078563.1	BroT21.C06g46040.1_genome_4	44.444	171	82	3	1	161	1	168	1.99e-37	129	FAIL	PASS	4	
NP_001078563.1	BroT25.C04g06090.1_genome_3	44.444	171	82	3	1	161	1	168	1.99e-37	129	FAIL	PASS	3	
NP_001078563.1	caul4G00619.1_genome_2	44.444	171	82	3	1	161	1	168	1.99e-37	129	FAIL	PASS	2	
NP_001078563.1	BolK_4g07380.1_genome_1	44.444	171	82	3	1	161	1	168	1.99e-37	129	FAIL	PASS	1	
NP_001078563.1	BroT21.C07g14180.1_genome_4	41.520	171	89	1	1	160	1	171	2.14e-36	128	FAIL	PASS	4	
NP_001078563.1	BroT25.C07g14190.1_genome_3	41.520	171	89	1	1	160	1	171	2.14e-36	128	FAIL	PASS	3	
NP_001078563.1	caul7G01631.1_genome_2	41.520	171	89	1	1	160	1	171	2.14e-36	128	FAIL	PASS	2	
NP_001078563.1	BroT21.C03g26550.1_genome_4	43.275	171	84	3	1	161	1	168	2.34e-36	127	FAIL	PASS	4	
NP_001078563.1	BroT25.C03g26060.1_genome_3	43.275	171	84	3	1	161	1	168	2.34e-36	127	FAIL	PASS	3	
NP_001078563.1	caul3G02733.1_genome_2	43.275	171	84	3	1	161	1	168	2.34e-36	127	FAIL	PASS	2	
NP_001078563.1	BolK_3g29560.1_genome_1	43.275	171	84	3	1	161	1	168	2.34e-36	127	FAIL	PASS	1	
NP_001078563.1	BroT25.C03g70070.1_genome_3	46.154	169	79	4	1	160	1	166	2.46e-36	127	FAIL	PASS	3	
NP_001078563.1	BroT21.C05g23490.1_genome_4	40.936	171	90	1	1	160	1	171	3.28e-36	127	FAIL	PASS	4	
NP_001078563.1	BroT25.C05g23580.1_genome_3	40.936	171	90	1	1	160	1	171	3.28e-36	127	FAIL	PASS	3	
NP_001078563.1	caul5G02359.1_genome_2	40.936	171	90	1	1	160	1	171	3.28e-36	127	FAIL	PASS	2	
NP_001078563.1	BolK_5g24730.1_genome_1	40.936	171	90	1	1	160	1	171	3.28e-36	127	FAIL	PASS	1	
NP_001078563.1	BolK_7g19180.1_genome_1	41.520	171	89	1	1	160	19	189	3.84e-36	127	FAIL	PASS	1	
NP_001078563.1	BroT21.C09g49680.1_genome_4	43.195	169	88	2	1	161	1	169	6.25e-36	127	FAIL	PASS	4	
NP_001078563.1	caul9G04840.1_genome_2	43.195	169	88	2	1	161	1	169	6.25e-36	127	FAIL	PASS	2	
NP_001078563.1	BolK_9g58550.1_genome_1	43.195	169	88	2	1	161	1	169	6.25e-36	127	FAIL	PASS	1	
NP_001078563.1	BroT21.C05g53060.1_genome_4	44.379	169	86	2	1	161	1	169	7.24e-36	126	FAIL	PASS	4	
NP_001078563.1	caul5G05827.1_genome_2	44.379	169	86	2	1	161	1	169	7.24e-36	126	FAIL	PASS	2	
NP_001078563.1	BroT21.C03g07580.1_genome_4	43.195	169	88	2	1	161	17	185	8.51e-36	127	FAIL	PASS	4	
NP_001078563.1	caul3G00790.1_genome_2	43.195	169	88	2	1	161	17	185	8.51e-36	127	FAIL	PASS	2	
NP_001078563.1	BolK_3g09030.1_genome_1	43.195	169	88	2	1	161	17	185	8.51e-36	127	FAIL	PASS	1	
NP_001078563.1	caul3G01781.1_genome_2	71.875	96	21	2	72	167	22	111	1.18e-35	123	PASS	FAIL	2	
NP_001078563.1	BolK_6g36610.1_genome_1	41.279	172	93	2	1	164	1	172	2.79e-35	125	FAIL	PASS	1	
NP_001078563.1	BroT21.C09g25580.1_genome_4	44.118	170	83	3	1	160	1	168	3.23e-35	125	FAIL	PASS	4	
